49.67,14.95
31.01,32.14
23.45,6.98
34.06,21.25
10.55,10.06
37.03,17.99
24.75,26.47
42.26,22.78
37.02,15.08
32.32,19.37
24.57,19.81
34.68,28.54
30.05,24.84
21.61,17.09
46.14,14.90
33.30,11.28
24.85,18.10
27.68,25.52
45.14,20.04
38.25,30.57
38.98,17.54
11.69,17.17
49.45,17.52
44.45,19.92
37.03,20.72
28.53,25.87
48.51,9.97
35.85,11.10
40.48,27.68
31.46,17.73
17.99,20.60
37.19,18.96
21.91,12.35
43.21,16.22
36.07,21.57
24.37,14.57
38.27,15.34
39.58,21.60
34.04,14.70
28.10,21.60
33.28,15.20
29.44,21.74
30.70,13.88
13.73,17.33
29.35,26.92
42.04,18.50
39.58,20.54
8.89,21.28
24.38,12.77
32.22,20.25
24.47,17.03
24.10,17.04
39.79,19.72
33.00,33.35
47.63,16.30
27.57,27.83
31.99,17.13
26.39,21.17
14.81,18.74
32.25,13.99
17.76,9.24
44.45,25.39
34.24,19.28
27.39,34.89
25.04,20.18
30.72,15.40
51.82,21.89
33.02,22.77
29.59,20.65
54.86,26.81
21.96,20.14
38.39,25.19
49.13,28.19
40.71,18.58
16.59,19.05
22.68,19.39
32.62,15.54
20.61,17.35
40.84,26.21
21.46,22.35
22.10,19.24
17.94,18.47
33.55,18.03
34.01,18.96
34.97,21.94
29.57,15.48
30.51,17.52
38.73,20.98
49.41,13.96
18.90,16.29
46.54,8.80
41.06,28.88
15.49,25.55
38.26,24.77
48.05,27.17
28.18,11.85
25.79,20.57
16.96,17.19
12.95,14.77
14.69,16.01
30.98,19.37
37.13,24.87
39.68,19.85
38.61,23.85
17.13,17.84
33.76,23.35
34.84,26.22
41.61,18.35
43.12,19.49
15.97,17.13
24.54,16.19
37.67,16.82
29.17,17.75
26.26,26.06
16.06,23.15
56.49,19.21
24.59,29.93
29.92,18.06
35.64,21.19
23.16,20.70
35.54,22.04
32.81,11.82
31.50,19.30
44.77,23.37
20.74,24.94
28.46,21.66
31.53,18.77
31.04,10.18
27.42,20.51
33.15,24.79
13.47,26.12
29.49,11.86
30.24,23.54
41.55,19.46
32.52,21.54
42.05,14.34
36.50,23.85
37.68,22.58
41.75,19.53
41.20,18.93
34.08,24.10
23.14,21.11
30.32,22.21
44.82,12.93
37.91,17.38
22.71,35.49
16.58,10.14
24.90,8.63
30.88,16.20
22.23,31.43
43.30,19.85
33.04,15.73
48.89,24.44
23.31,17.33
27.90,23.50
31.42,22.10
18.61,20.64
32.26,13.23
26.77,16.97
16.83,14.13
34.83,10.62
32.82,20.49
33.06,31.30
39.35,16.99
27.28,17.46
22.42,18.72
20.33,17.49
16.12,21.41
26.53,22.38
21.62,18.84
34.17,24.54
48.65,26.60
30.58,15.95
36.55,23.29
35.92,23.24
27.48,20.03
33.70,19.20
29.03,19.81
32.47,14.26
28.87,22.47
35.10,13.22
22.40,25.05
34.09,13.86
19.47,23.71
29.10,17.74
33.20,12.55
43.85,20.61
23.35,24.03
35.11,25.36
20.10,19.30
19.62,22.11
14.63,19.32
42.27,25.60
34.21,11.57
33.67,20.80
34.15,19.78
38.95,16.03
27.17,16.29
34.89,30.45
16.46,15.06
30.41,29.61
28.75,21.94
42.13,11.13
25.11,11.76
17.80,18.40
23.90,21.47
18.04,10.31
45.57,22.79
38.05,20.39
39.17,14.39
32.56,20.29
38.28,14.75
47.12,23.38
20.78,16.72
44.09,11.69
31.03,17.67
31.63,24.84
40.26,21.73
32.73,10.18
38.35,18.49
30.81,20.63
22.82,19.30
41.65,16.01
24.76,12.09
33.44,24.31
23.08,21.48
20.42,17.56
33.71,18.31
32.44,18.99
37.57,14.84
8.92,15.96
11.24,13.39
14.39,22.99
24.04,12.21
39.18,15.98
24.56,19.37
29.75,11.87
38.42,17.76
44.04,24.87
29.15,24.80
42.74,15.45
32.23,28.42
25.78,13.59
46.91,20.83
28.47,20.05
26.20,11.24
38.13,15.35
40.74,20.58
22.82,23.54
21.35,13.94
21.99,16.29
32.25,15.62
27.79,28.07
35.17,22.27
1.88,29.15
30.20,17.61
20.08,31.94
41.72,15.35
31.24,16.41
32.97,15.23
31.17,21.61
23.33,22.33
31.20,22.58
21.35,10.56
37.64,23.40
56.33,19.68
37.93,22.84
27.45,14.10
38.70,19.72
26.28,25.77
37.22,23.46
44.22,18.68
42.23,21.24
25.39,25.67
29.75,15.71
41.14,18.27
14.00,16.50
53.99,25.47
24.93,21.14
25.92,12.85
25.15,20.65
32.41,15.33
30.91,19.72
18.49,17.25
20.49,12.48
38.94,18.72
17.84,21.70
16.88,19.36
29.05,15.67
2.05,19.22
37.68,25.12
26.85,23.33
39.78,16.77
26.61,24.22
27.81,19.01
40.23,28.49
30.87,24.40
23.14,21.13
28.53,19.40
26.04,16.19
41.46,18.00
27.79,13.08
27.41,18.72
35.87,27.46
32.10,17.08
24.31,23.77
41.88,30.84
38.25,23.09
39.98,13.37
49.00,22.36
12.22,19.14
42.99,24.49
35.14,16.16
40.27,20.56
39.91,18.68
32.51,21.59
33.91,24.46
28.41,21.27
37.47,14.94
9.26,6.77
39.06,14.11
33.43,16.51
16.86,17.39
44.83,24.96
31.50,16.58
39.85,17.20
19.58,25.35
17.27,18.41
23.12,25.65
20.87,22.03
34.33,17.14
13.80,18.98
22.59,28.69
28.37,14.53
28.54,13.67
41.38,15.97
37.88,20.97
48.29,15.90
24.18,22.02
15.14,18.94
25.01,11.89
30.81,17.09
51.65,30.48
38.37,26.23
22.09,17.09
39.15,20.15
31.90,19.98
37.14,17.72
30.69,24.90
29.38,39.58
37.20,12.69
44.02,16.62
24.24,22.71
35.25,15.56
36.82,23.37
23.71,15.24
15.72,15.77
22.47,21.75
23.06,27.32
24.93,26.12
29.80,17.82
24.32,17.74
48.94,20.81
25.05,22.10
22.79,21.78
36.81,17.92
31.26,20.76
8.38,18.53
17.68,26.93
37.86,19.20
24.63,14.11
32.97,10.74
46.63,21.60
43.67,14.39
7.53,20.96
36.10,27.17
37.71,18.63
26.38,17.05
41.52,17.68
19.39,22.67
50.69,18.96
6.58,22.43
34.00,20.61
35.54,24.61
39.62,16.49
38.78,25.13
39.80,18.68
31.70,15.27
16.26,16.62
28.54,18.51
48.59,15.70
29.22,28.56
43.67,19.67
33.30,21.91
28.09,23.07
27.81,20.49
42.60,17.62
8.83,16.64
21.93,14.31
34.66,23.66
21.69,20.25
16.57,30.92
17.44,22.96
41.62,28.53
30.72,21.51
33.92,19.22
41.25,24.19
29.42,21.67
43.89,19.53
35.42,20.46
34.45,25.00
31.82,25.41
31.53,14.95
17.67,20.39
30.76,25.55
23.55,13.57
33.08,18.46
34.80,19.26
23.67,22.71
28.88,13.16
29.02,26.23
44.71,30.81
28.47,25.60
24.51,17.60
23.92,15.04
34.65,16.16
33.54,17.02
32.70,16.21
30.46,16.03
44.29,24.53
45.69,24.03
30.97,14.44
36.40,29.97
26.63,16.47
20.23,21.87
39.84,26.10
26.49,16.33
19.07,20.10
34.31,21.12
34.42,16.19
40.98,21.42
23.88,17.91
37.72,21.68
41.52,20.08
25.87,29.54
32.45,16.11
8.49,19.36
25.03,27.59
21.54,16.97
34.44,19.03
35.39,24.25
27.70,28.85
35.50,15.79
15.12,24.92
31.18,22.82
20.78,21.64
33.43,19.11
50.52,20.08
20.79,16.02
35.20,18.02
45.62,20.75
37.91,18.65
13.69,22.07
32.82,29.13
25.76,24.83
30.01,18.77
33.43,19.53
26.02,18.69
35.52,21.81
33.38,27.09
35.60,21.89
45.55,2.85
37.48,22.58
26.97,16.12
30.34,32.31
28.79,23.35
30.22,33.15
15.68,19.11
25.67,16.53
33.83,22.68
13.13,24.38
32.29,13.85
29.37,21.03
21.07,16.23
7.45,17.13
34.62,14.89
25.94,15.58
37.27,12.99
18.48,23.43
12.42,24.78
33.48,19.11
28.49,20.52
46.30,8.97
31.42,22.32
17.62,23.67
33.34,24.30
25.80,26.45
39.25,22.21
43.91,14.55
37.75,20.02
26.18,13.47
38.01,14.30
30.88,13.76
35.81,21.88
43.05,16.06
25.59,10.24
34.25,17.38
19.44,15.31
29.53,12.96
19.22,29.00
16.36,17.63
24.68,22.85
21.95,30.04
22.75,27.01
43.35,30.35
36.44,20.38
35.38,17.35
28.17,10.26
23.51,23.00
22.25,22.28
24.00,18.29
30.89,18.89
31.74,24.37
10.73,24.73
50.28,15.12
34.89,25.34
22.83,20.61
34.24,20.41
30.77,19.90
18.02,6.21
44.43,17.64
34.88,12.66
50.14,25.09
27.65,11.14
36.30,19.05
24.12,18.46
16.32,23.90
32.03,9.25
30.02,10.41
33.70,20.95
28.41,19.74
32.94,24.96
36.30,21.51
25.53,18.68
43.55,19.63
16.76,20.78
31.55,19.79
45.94,24.63
44.65,7.77
28.42,16.27
26.96,16.67
51.78,22.40
16.76,23.24
35.78,27.30
39.87,12.74
26.44,21.62
35.89,24.58
16.76,14.60
25.52,19.28
29.85,11.89
40.41,13.72
30.11,14.17
24.29,18.28
13.00,22.41
34.23,17.43
6.83,25.32
44.23,22.46
27.99,16.13
24.26,21.83
18.30,20.92
42.16,17.30
25.85,24.76
26.87,24.51
23.26,19.75
33.64,19.29
24.77,7.55
43.94,17.44
19.31,10.44
18.62,15.85
24.86,27.28
35.16,10.87
22.94,20.67
37.82,19.67
22.92,22.80
30.21,17.40
28.22,23.96
24.83,16.70
34.62,18.64
19.20,17.22
21.18,20.35
14.91,10.48
23.35,22.58
38.15,9.94
28.08,22.48
34.52,20.15
40.97,26.98
34.46,13.69
42.97,22.42
38.34,19.66
23.93,20.69
20.29,15.02
24.04,16.91
34.13,20.12
49.52,22.82
17.14,19.41
36.46,18.64
13.25,14.59
17.62,24.47
30.86,23.50
19.37,20.70
34.04,31.45
40.73,18.52
29.63,27.38
36.05,18.92
41.31,16.26
36.72,23.03
29.96,15.79
15.15,14.36
21.67,11.09
24.76,22.44
30.33,12.91
18.28,23.76
37.24,16.81
16.21,15.88
28.46,25.37
20.46,19.45
19.31,23.64
32.28,15.68
18.01,21.40
38.50,21.84
10.88,26.97
32.18,28.36
31.36,16.96
12.67,20.21
18.51,15.77
33.98,23.09
30.33,15.96
23.87,21.45
28.07,15.82
43.26,15.10
36.06,14.85
26.67,14.24
45.02,16.07
19.34,16.15
25.82,23.68
42.02,9.16
24.59,20.80
14.63,21.02
47.25,24.20
9.70,23.94
16.26,18.17
17.96,22.19
36.79,22.79
24.14,23.98
30.06,23.90
39.66,28.06
16.57,15.85
12.60,15.52
33.78,25.54
27.49,21.83
25.11,22.31
14.86,30.05
33.90,11.86
23.27,22.13
25.51,18.68
14.58,24.27
32.48,23.27
30.06,31.57
63.40,33.31
77.63,56.42
66.65,46.94
6.77,58.68
50.40,33.34
66.10,59.04
53.36,48.04
86.03,56.90
88.74,29.53
79.50,62.92
55.70,38.16
66.76,44.41
64.73,71.16
52.04,40.17
87.12,52.90
44.09,49.94
49.62,50.61
74.40,37.33
78.78,52.56
84.84,55.11
54.80,45.35
37.28,49.47
49.79,66.13
38.91,44.33
62.43,47.26
72.74,63.03
106.33,54.59
84.11,48.06
82.91,50.10
56.28,44.25
81.25,48.35
74.62,63.01
59.78,55.72
73.66,62.27
28.12,64.52
61.60,39.78
40.49,33.55
46.66,45.25
64.53,58.40
41.02,51.61
63.64,55.57
72.01,51.67
66.60,58.60
39.37,54.14
53.59,59.78
44.97,59.89
69.75,52.30
78.65,46.41
24.99,42.40
69.05,47.93
54.83,50.35
52.84,31.32
76.68,54.25
48.28,57.96
42.64,47.93
26.01,60.65
66.16,57.24
54.81,57.46
33.46,44.82
49.31,51.74
43.52,30.01
42.44,42.64
53.44,32.28
76.07,60.54
80.61,56.71
57.45,60.03
42.27,55.28
82.54,43.39
77.23,46.48
40.64,57.38
42.15,51.99
87.84,40.86
83.78,32.83
37.30,37.51
58.08,53.28
56.36,54.24
58.28,49.76
85.24,59.59
56.36,49.64
53.56,45.78
43.18,53.29
30.21,41.29
51.31,42.04
52.66,51.75
86.65,61.15
37.52,54.20
90.29,57.31
69.55,47.46
109.19,44.23
42.59,36.38
58.25,48.39
71.33,47.51
58.59,53.94
34.38,52.05
80.77,59.60
85.42,50.94
54.40,60.62
73.49,33.14
48.52,53.01
50.27,34.83
67.72,43.35
85.28,64.18
37.14,36.11
77.44,49.48
51.72,62.55
68.10,52.80
54.78,48.94
63.89,45.33
60.93,49.82
50.06,53.37
36.34,66.65
59.63,63.00
65.18,42.34
64.84,61.30
65.09,52.28
20.64,53.59
35.39,36.85
63.04,50.59
60.53,60.46
26.69,48.21
49.98,32.48
62.25,57.93
50.56,46.23
44.42,53.17
48.69,55.09
60.56,45.58
62.89,75.80
66.93,52.51
30.93,57.55
36.57,42.06
50.38,37.15
67.23,44.39
63.64,49.45
66.59,61.71
72.18,49.45
36.19,41.09
32.65,37.72
58.46,41.23
69.89,59.24
72.15,53.95
13.06,45.06
40.46,85.74
75.42,44.28
84.16,43.34
54.16,40.36
33.00,32.05
80.20,51.93
73.18,32.58
45.86,30.85
65.06,66.02
64.88,62.52
89.17,58.31
56.29,58.56
63.60,45.37
50.34,37.22
83.48,31.74
50.62,46.64
67.32,64.28
93.00,45.89
92.05,60.90
69.51,36.20
61.15,52.82
70.71,39.10
69.97,48.92
84.54,49.30
90.48,46.26
46.25,48.36
82.59,74.47
57.90,51.49
83.01,60.74
90.44,46.40
67.02,49.49
72.81,47.11
82.08,54.38
59.18,37.92
61.43,45.32
16.31,56.58
81.15,49.06
52.42,61.93
67.85,53.02
33.36,49.33
85.60,69.32
108.75,56.98
83.28,46.39
79.04,53.02
48.02,51.16
72.58,30.55
44.42,53.25
55.75,44.43
76.86,46.88
36.13,61.73
56.30,58.25
44.71,52.64
39.21,69.79
89.49,32.62
56.09,46.35
58.99,44.97
57.03,44.45
79.25,51.88
62.28,55.87
75.77,54.74
27.94,45.07
69.53,62.27
19.36,41.57
41.96,57.16
66.46,47.07
52.96,44.12
25.29,51.96
53.10,46.38
108.81,36.62
40.93,51.12
58.12,53.05
72.44,60.67
33.64,70.76
20.66,57.39
51.42,63.29
44.42,56.84
75.45,49.42
78.51,49.15
74.24,57.62
76.66,47.74
32.20,46.66
106.98,66.16
25.27,46.35
11.89,46.51
71.43,50.23
78.97,34.34
62.49,47.09
62.16,54.33
72.88,34.39
66.26,66.04
61.44,46.77
53.41,65.76
75.28,51.87
43.98,53.79
37.42,55.29
98.19,50.83
65.93,40.79
87.63,59.26
74.34,48.77
70.64,40.87
48.11,49.35
18.19,51.88
59.77,57.24
64.63,34.06
60.35,31.19
39.43,45.96
90.16,54.75
56.68,57.38
52.96,32.37
9.56,51.79
71.26,45.45
41.47,53.33
30.88,36.03
60.02,70.82
53.03,36.25
44.05,43.42
83.75,56.90
57.99,51.69
35.64,42.98
78.85,57.43
91.55,72.70
31.46,55.42
66.01,66.04
53.07,47.20
73.93,63.58
60.31,53.86
71.54,47.43
81.79,47.32
65.95,35.32
60.29,52.44
79.49,57.81
75.15,47.98
50.89,63.43
53.87,42.80
30.03,43.92
57.72,41.90
91.37,49.76
99.26,55.80
32.50,49.22
54.92,48.44
75.50,26.49
22.32,55.40
51.05,61.52
51.49,66.19
51.84,55.94
82.93,47.29
78.86,23.42
94.56,60.86
29.11,57.85
51.11,58.82
69.45,38.37
45.88,55.73
34.28,60.82
78.98,32.44
63.14,45.30
50.62,53.37
89.29,57.70
25.99,35.89
76.39,66.69
44.86,28.49
21.55,46.95
61.99,62.26
48.83,67.85
17.76,39.06
61.19,56.52
54.94,61.60
54.35,63.05
78.03,47.80
55.22,29.06
27.34,59.81
31.82,47.72
63.66,43.81
34.75,32.23
71.61,50.63
59.32,46.87
30.83,48.68
36.76,58.68
49.79,55.18
41.18,37.62
75.23,54.19
39.78,68.81
51.17,48.26
52.13,57.69
56.03,50.60
42.83,57.08
43.04,57.01
91.87,35.21
65.44,49.40
76.48,35.60
42.10,52.95
21.25,61.05
53.03,38.85
16.70,57.46
40.93,40.98
53.47,57.38
79.44,29.89
86.92,60.82
69.94,54.12
78.35,49.49
64.84,64.57
48.53,45.83
80.25,51.03
74.23,51.84
65.68,38.34
49.32,75.77
19.27,59.76
68.31,30.17
61.33,52.87
23.78,61.80
101.99,46.07
66.85,41.47
54.14,60.56
82.15,56.91
56.89,43.51
50.57,53.56
51.21,55.67
65.94,61.93
54.79,46.54
98.65,54.97
53.00,49.50
22.92,57.24
89.29,41.51
71.66,44.48
76.71,56.75
42.20,56.04
86.54,71.62
37.51,63.54
30.42,38.34
97.11,73.30
20.91,42.58
24.84,57.36
82.80,66.48
49.42,57.13
89.24,58.92
64.60,63.57
50.54,56.01
64.99,45.89
89.55,57.39
28.55,50.30
64.47,41.82
61.44,63.58
68.27,43.30
46.75,43.72
66.49,33.08
43.58,50.90
61.25,42.04
75.15,58.70
28.62,43.70
84.77,43.07
54.12,54.41
68.42,47.61
88.87,59.13
97.60,52.47
81.96,50.60
49.93,68.89
83.43,43.24
59.28,41.62
56.47,34.71
57.09,42.43
55.32,43.74
82.98,42.17
33.10,56.28
47.62,48.96
100.33,27.68
62.01,44.16
89.41,41.57
69.11,48.43
92.13,62.89
63.68,32.17
54.16,57.56
18.54,57.78
51.56,46.88
45.06,56.56
71.20,51.42
20.53,37.60
64.22,52.80
79.74,52.67
86.06,54.36
71.37,51.16
66.12,40.06
81.15,38.79
90.89,53.82
49.53,40.43
95.11,58.29
65.12,31.33
48.81,53.64
50.34,45.53
52.12,54.93
51.72,35.80
61.60,38.95
38.61,32.55
96.76,39.42
22.84,36.78
44.56,59.00
49.40,54.91
111.35,31.05
86.73,61.37
26.12,65.36
60.99,64.47
99.92,52.42
53.19,23.99
54.44,58.93
-0.00,62.73
58.30,58.07
73.03,65.10
47.94,58.88
82.05,51.36
66.39,64.38
42.76,65.35
71.81,50.62
57.37,53.10
38.43,44.46
32.63,29.89
68.57,58.54
79.17,46.37
88.03,59.83
51.26,52.32
66.00,63.21
52.02,61.93
38.15,32.10
62.90,51.18
49.01,50.42
46.82,30.65
88.41,48.93
58.30,48.35
44.68,52.02
61.35,50.51
33.28,54.84
28.18,62.51
42.57,41.66
77.13,48.41
45.35,56.11
45.25,47.23
98.22,66.90
60.61,40.00
76.31,36.49
64.34,42.03
36.63,46.85
48.02,44.20
43.01,66.58
43.70,58.46
69.64,48.94
30.18,44.36
80.16,52.18
28.56,37.91
92.42,36.14
61.10,43.96
40.80,46.91
87.21,47.14
66.10,54.92
28.42,56.60
111.25,57.61
81.49,66.64
67.70,58.06
69.43,48.91
68.25,40.36
93.09,44.51
82.16,42.18
72.18,68.79
92.91,67.21
80.06,66.26
64.80,45.00
93.77,56.37
55.62,56.38
47.01,52.12
46.49,43.97
74.45,52.06
79.54,51.62
94.98,53.86
87.60,38.23
55.23,63.20
38.93,55.38
47.94,60.94
70.52,45.35
79.11,41.29
47.10,32.40
43.60,59.12
72.23,50.84
55.74,39.25
38.38,50.66
82.31,43.82
101.11,58.91
98.97,47.09
46.09,54.18
53.63,65.08
57.11,47.86
65.04,35.73
61.00,55.69
25.03,53.45
55.07,58.02
56.77,37.84
52.50,45.34
44.06,49.89
37.37,64.15
30.32,73.45
52.71,35.69
48.19,36.41
51.56,46.02
64.92,47.18
69.33,66.89
58.86,55.13
74.46,60.08
119.17,56.42
80.98,44.06
77.61,46.25
22.99,34.57
69.73,42.11
52.79,42.82
81.04,67.71
39.12,40.10
56.42,49.29
46.36,54.62
72.88,59.23
75.40,44.89
56.59,61.95
90.39,48.40
28.81,45.16
81.24,43.56
11.72,56.57
28.61,60.01
87.22,26.94
77.75,42.36
36.22,59.38
57.62,50.12
60.67,41.52
33.99,57.13
60.23,39.96
77.55,39.02
63.23,59.36
59.38,34.63
58.51,51.00
59.19,60.33
61.10,39.89
54.23,56.65
94.36,24.01
85.15,44.63
35.99,53.72
52.56,60.01
64.29,54.88
65.06,54.37
19.43,52.84
58.01,65.67
63.33,47.74
86.40,49.53
67.63,36.93
57.90,45.16
65.05,54.98
54.57,26.82
63.67,56.68
77.15,42.05
72.96,53.13
22.58,41.89
30.47,51.73
72.82,39.54
70.76,54.57
62.02,69.59
73.68,55.77
33.38,53.16
26.44,56.44
61.17,45.02
80.85,66.61
37.02,32.97
40.57,50.71
88.53,50.14
16.79,39.06
61.74,45.16
35.83,54.81
80.76,57.55
59.22,26.54
89.48,41.79
89.17,73.82
38.29,44.58
32.07,49.83
41.89,48.88
67.79,51.29
6.20,44.59
68.47,65.74
47.58,55.08
90.53,53.38
43.55,51.32
56.58,49.11
95.28,50.61
42.82,35.50
67.65,42.56
61.00,67.42
76.30,16.10
65.18,30.15
62.87,42.66
69.99,61.49
75.20,48.72
24.98,38.03
39.92,52.15
64.25,49.58
90.40,51.05
23.00,70.53
55.70,45.43
67.26,39.31
86.07,61.11
34.89,29.97
28.41,50.05
43.11,35.90
67.08,38.21
51.86,42.74
51.28,65.04
46.90,52.46
46.23,39.42
53.56,53.45
67.36,31.41
60.13,67.56
45.83,53.77
72.65,51.52
27.04,36.41
43.98,52.64
70.76,31.89
48.01,54.91
42.91,51.96
80.83,41.88
73.07,52.11
35.04,38.41
89.90,65.15
27.88,67.27
37.23,54.38
38.29,72.88
52.63,63.87
25.32,44.49
45.96,50.96
63.14,44.95
48.51,39.85
45.54,61.90
68.45,48.67
53.75,46.09
92.90,53.34
57.06,27.05
56.90,41.91
51.21,46.51
64.83,36.37
44.19,45.45
94.01,32.84
53.72,45.20
61.82,53.98
9.67,52.05
20.93,42.74
54.35,43.86
66.12,51.75
61.76,30.61
62.62,47.06
54.57,41.86
70.39,51.06
40.87,37.79
37.37,56.88
102.57,44.11
55.57,58.87
59.73,49.63
87.16,34.86
83.84,59.99
61.01,43.12
36.84,52.40
90.98,32.46
43.12,53.20
59.20,37.58
66.32,35.56
58.86,58.37
61.30,62.52
81.81,53.82
59.35,61.93
25.28,37.75
71.48,50.94
59.37,45.76
72.10,47.41
38.43,47.07
63.06,60.04
49.99,41.87
81.55,37.70
16.67,56.17
28.99,60.00
47.46,54.63
91.17,51.84
48.87,48.74
16.27,63.99
96.53,49.65
75.60,58.23
83.74,55.52
55.74,55.00
21.58,54.60
31.95,41.18
64.24,50.31
56.12,48.15
54.15,38.29
95.61,40.41
46.37,43.51
20.51,63.19
58.70,61.72
48.92,36.13
79.37,60.75
57.27,42.04
44.34,52.10
89.26,73.90
52.14,60.15
85.24,61.15
69.83,45.77
67.83,44.57
73.57,45.16
40.18,49.10
57.45,48.06
62.29,34.56
98.07,62.72
34.35,52.30
